scenario_id,iteration,prob_A,prob_B,prob_C,prob_D,Average driving time,Worst bridge,Worst bridge delay,Probs
6,0,0.0,0.1,0.2,0.4,833.1255886970173,DARIKANDI BRIDGE (R),37.971630296370456,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
6,1,0.0,0.1,0.2,0.4,1146.1328382838283,Daud Kandi Bridge,140.29509721128025,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
6,2,0.0,0.1,0.2,0.4,1067.9030154849227,KANCHPUR PC GIRDER BRIDGE,141.26589700187387,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
6,3,0.0,0.1,0.2,0.4,962.9575320512821,MEGHNA BRIDGE,140.5405037966487,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
6,4,0.0,0.1,0.2,0.4,788.7748240813136,CHANDINA- SHAHA PARA RCC GIDER GRIDGE,37.57075279363303,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
6,5,0.0,0.1,0.2,0.4,757.4965089216447,Mostapur Bridge,38.164421740178575,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
6,6,0.0,0.1,0.2,0.4,1246.7619446772842,MEGHNA BRIDGE,139.90761334515923,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
6,7,0.0,0.1,0.2,0.4,1114.4490131578948,KANCHPUR PC GIRDER BRIDGE,140.2160586183576,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
6,8,0.0,0.1,0.2,0.4,802.49609375,CHANDINA- SHAHA PARA RCC GIDER GRIDGE,38.32466424713182,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
6,9,0.0,0.1,0.2,0.4,967.3686746987952,KANCHPUR PC GIRDER BRIDGE,139.84837695410718,"{'A': 0, 'B': 0.1, 'C': 0.2, 'D': 0.4}"
