,prob_A,prob_B,prob_C,prob_D,Run,Average driving time,Probs,Worst bridge delay,Worst bridge name
30,0.0,0.0,0.05,0.1,30,585.0,"{'A': 0, 'B': 0, 'C': 0.05, 'D': 0.1}",0.0,CORNAIL HAT BOX CULVERT
31,0.0,0.0,0.05,0.1,31,637.6290936785987,"{'A': 0, 'B': 0, 'C': 0.05, 'D': 0.1}",37.69502142902953,PURPU DURGAPURE BOX CUL
32,0.0,0.0,0.05,0.1,32,623.5106382978723,"{'A': 0, 'B': 0, 'C': 0.05, 'D': 0.1}",38.08992428721929,BORO KUMIRA BRIDGE
33,0.0,0.0,0.05,0.1,33,725.0038639876352,"{'A': 0, 'B': 0, 'C': 0.05, 'D': 0.1}",139.69870240979049,KANCHPUR PC GIRDER BRIDGE
34,0.0,0.0,0.05,0.1,34,762.6519379844962,"{'A': 0, 'B': 0, 'C': 0.05, 'D': 0.1}",140.42667674384617,KANCHPUR PC GIRDER BRIDGE
35,0.0,0.0,0.05,0.1,35,762.531007751938,"{'A': 0, 'B': 0, 'C': 0.05, 'D': 0.1}",139.4621582443628,Daud Kandi Bridge
36,0.0,0.0,0.05,0.1,36,599.5609386828161,"{'A': 0, 'B': 0, 'C': 0.05, 'D': 0.1}",15.06580386687249,AMIRABATH SLAB CULVERT
37,0.0,0.0,0.05,0.1,37,637.6821646341464,"{'A': 0, 'B': 0, 'C': 0.05, 'D': 0.1}",37.621289940002825,MOLLIK PARA BRIDGE (R)
38,0.0,0.0,0.05,0.1,38,662.3167559296098,"{'A': 0, 'B': 0, 'C': 0.05, 'D': 0.1}",38.430603352038005,Mostapur Bridge
39,0.0,0.0,0.05,0.1,39,726.4184068058778,"{'A': 0, 'B': 0, 'C': 0.05, 'D': 0.1}",140.86698358980027,MEGHNA BRIDGE
