,prob_A,prob_B,prob_C,prob_D,Run,Average driving time,Probs,Worst bridge delay,Worst bridge name
0,0.0,0.0,0.0,0.0,0,387.2260032338674,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,bridge at id 1004
1,0.0,0.0,0.0,0.0,1,387.4414540113824,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,bridge at id 1004
2,0.0,0.0,0.0,0.0,2,387.48969772652146,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,bridge at id 1004
3,0.0,0.0,0.0,0.0,3,387.2386921779928,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,bridge at id 1004
4,0.0,0.0,0.0,0.0,4,385.5014321386604,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,bridge at id 1004
5,0.0,0.0,0.0,0.0,5,386.3497853289787,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,bridge at id 1004
6,0.0,0.0,0.0,0.0,6,387.11168611906334,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,bridge at id 1004
7,0.0,0.0,0.0,0.0,7,389.2417981651376,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,bridge at id 1004
8,0.0,0.0,0.0,0.0,8,388.48888073394494,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,bridge at id 1004
9,0.0,0.0,0.0,0.0,9,386.4264095500459,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,bridge at id 1004
