,prob_A,prob_B,prob_C,prob_D,Run,Average driving time,Probs,Worst bridge delay,Worst bridge name
0,0.0,0.0,0.0,0.0,0,585.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,CORNAIL HAT BOX CULVERT
1,0.0,0.0,0.0,0.0,1,585.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,CORNAIL HAT BOX CULVERT
2,0.0,0.0,0.0,0.0,2,585.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,CORNAIL HAT BOX CULVERT
3,0.0,0.0,0.0,0.0,3,585.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,CORNAIL HAT BOX CULVERT
4,0.0,0.0,0.0,0.0,4,585.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,CORNAIL HAT BOX CULVERT
5,0.0,0.0,0.0,0.0,5,585.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,CORNAIL HAT BOX CULVERT
6,0.0,0.0,0.0,0.0,6,585.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,CORNAIL HAT BOX CULVERT
7,0.0,0.0,0.0,0.0,7,585.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,CORNAIL HAT BOX CULVERT
8,0.0,0.0,0.0,0.0,8,585.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,CORNAIL HAT BOX CULVERT
9,0.0,0.0,0.0,0.0,9,585.0,"{'A': 0, 'B': 0, 'C': 0, 'D': 0}",0.0,CORNAIL HAT BOX CULVERT
